chr	start	stop
ENSG00000129158	chr11	17788048	18013047
ENSG00000166788	chr11	18069935	18106087
ENSG00000173432	chr11	18266260	18269977
ENSG00000110756	chr11	18278668	18322198
ENSG00000110768	chr11	18322295	18367045
ENSG00000134333	chr11	18394560	18408425
ENSG00000074319	chr11	18468336	18526951
ENSG00000151116	chr11	18529609	18588747
ENSG00000179119	chr11	18606403	18634791
ENSG00000109854	chr11	20363685	20383783
ENSG00000165973	chr11	20669551	21575686
ENSG00000171714	chr11	21799934	22283357
ENSG00000183161	chr11	22622533	22625823
ENSG00000198168	chr11	22813799	22830299
ENSG00000109881	chr11	27330827	27363234
ENSG00000205213	chr11	27365961	27472790
ENSG00000148943	chr11	27494418	27506769
ENSG00000169519	chr11	28108248	28527041
ENSG00000152219	chr11	30323104	30338223
ENSG00000066382	chr11	30384493	30586872
ENSG00000148950	chr11	31432401	31509645
ENSG00000109911	chr11	31509755	31790324
ENSG00000049449	chr11	32091074	32105722
ENSG00000149100	chr11	32583798	32606264
ENSG00000135378	chr11	32829927	32858120
ENSG00000060749	chr11	32892820	32993316
ENSG00000176102	chr11	33077188	33162371
ENSG00000110422	chr11	33256672	33357023
ENSG00000085063	chr11	33703010	33736479
ENSG00000110429	chr11	33740939	33774543
ENSG00000135387	chr11	34051731	34102610
ENSG00000135372	chr11	34105617	34147670
ENSG00000121691	chr11	34438934	34472060
ENSG00000135373	chr11	34621093	34661057
ENSG00000149089	chr11	34853094	34916379
ENSG00000110435	chr11	34915829	35020591
ENSG00000026508	chr11	35138870	35232402
ENSG00000149090	chr11	35431823	35530300
ENSG00000166326	chr11	35662775	35818007
ENSG00000179241	chr11	35943981	36232136
ENSG00000110442	chr11	36269284	36289449
ENSG00000166352	chr11	36594493	36659290
ENSG00000166181	chr11	43311963	43344529
ENSG00000052841	chr11	43358920	43494933
ENSG00000149084	chr11	43680680	43856617
ENSG00000166199	chr11	43880811	43920274
ENSG00000187479	chr11	43925342	43943878
ENSG00000110455	chr11	44065925	44084237
ENSG00000151348	chr11	44095673	44251962
ENSG00000085117	chr11	44564427	44620358
ENSG00000175274	chr11	44885903	44951306
ENSG00000181830	chr11	45804072	45813016
ENSG00000121671	chr11	45847118	45883248
ENSG00000121653	chr11	45885651	45906465
ENSG00000121680	chr11	45909663	45918812
ENSG00000165905	chr11	45921621	45929096
ENSG00000135365	chr11	45929323	46121178
ENSG00000157613	chr11	46277662	46321409
ENSG00000149091	chr11	46332905	46380554
ENSG00000110492	chr11	46380756	46383837
ENSG00000110497	chr11	46396414	46594125
ENSG00000175224	chr11	46617527	46674818
ENSG00000175220	chr11	46677080	46700619
ENSG00000175213	chr11	46701030	46705912
ENSG00000175216	chr11	46743048	46846308
ENSG00000149179	chr11	46936689	47164385
ENSG00000149182	chr11	47164299	47177125
ENSG00000165912	chr11	47177522	47186443
ENSG00000134574	chr11	47214465	47239217
ENSG00000134575	chr11	47239302	47248906
ENSG00000025434	chr11	47248300	47269033
ENSG00000110514	chr11	47269161	47330031
ENSG00000165915	chr11	47407132	47416496
ENSG00000165916	chr11	47418769	47426473
ENSG00000149187	chr11	47465933	47565569
ENSG00000213619	chr11	47565336	47584562
ENSG00000110536	chr11	47565430	47573461
ENSG00000123444	chr11	47572197	47578976
ENSG00000109919	chr11	47617315	47642607
ENSG00000109920	chr11	47716494	47767443
ENSG00000030066	chr11	47778087	47848555
ENSG00000149177	chr11	47980558	48170841
ENSG00000086205	chr11	49145092	49208638
ENSG00000149115	chr11	57299638	57324952
ENSG00000149136	chr11	57325986	57335892
ENSG00000149150	chr11	57484534	57515780
ENSG00000134809	chr11	57528464	57530803
ENSG00000156587	chr11	57551656	57568284
ENSG00000149131	chr11	57597387	57614848
ENSG00000172409	chr11	57648992	57661865
ENSG00000156599	chr11	57667747	57701182
ENSG00000156603	chr11	57703714	57712323
ENSG00000213593	chr11	57712593	57740973
ENSG00000211450	chr11	57741250	57743554
ENSG00000198561	chr11	57753243	57819546
ENSG00000186660	chr11	58579063	58621550
ENSG00000166840	chr11	58905398	59043527
ENSG00000166801	chr11	59142748	59155039
ENSG00000110048	chr11	59574398	59615774
ENSG00000166889	chr11	59636716	59669037
ENSG00000166900	chr11	59713456	59805882
ENSG00000166902	chr11	59806140	59810778
ENSG00000110077	chr11	60172014	60184666
ENSG00000166927	chr11	60378485	60395951
ENSG00000110104	chr11	60842113	60851081
ENSG00000110107	chr11	60890547	60906585
ENSG00000110108	chr11	60914158	60923443
ENSG00000006118	chr11	60924463	60937159
ENSG00000167987	chr11	61130257	61161615
ENSG00000167986	chr11	61299451	61342596
ENSG00000149476	chr11	61333210	61353295
ENSG00000162144	chr11	61348754	61362283
ENSG00000149483	chr11	61362344	61369509
ENSG00000187049	chr11	61392360	61398863
ENSG00000149532	chr11	61402641	61430031
ENSG00000167985	chr11	61430042	61446733
ENSG00000011347	chr11	61513714	61581148
ENSG00000134825	chr11	61768501	61792802
ENSG00000168496	chr11	61792911	61797238
ENSG00000134824	chr11	61792980	61867354
ENSG00000149485	chr11	61799627	61829318
ENSG00000221968	chr11	61873519	61892051
ENSG00000167996	chr11	61959718	61967634
ENSG00000124939	chr11	62208673	62213943
ENSG00000124935	chr11	62242239	62244812
ENSG00000162174	chr11	62337448	62393412
ENSG00000149021	chr11	62405103	62423195
ENSG00000124942	chr11	62433542	62556235
ENSG00000254772	chr11	62559596	62574086
ENSG00000149016	chr11	62575045	62591637
ENSG00000149480	chr11	62593214	62601865
ENSG00000149499	chr11	62602218	62612765
ENSG00000149541	chr11	62615296	62622154
ENSG00000089597	chr11	62624826	62646726
ENSG00000185085	chr11	62646848	62653302
ENSG00000278615	chr11	62662817	62665210
ENSG00000214756	chr11	62665309	62668496
ENSG00000204922	chr11	62670273	62673686
ENSG00000162191	chr11	62676498	62679117
ENSG00000214753	chr11	62712630	62727457
ENSG00000162222	chr11	62728069	62740293
ENSG00000185670	chr11	62748319	62754184
ENSG00000168002	chr11	62761565	62766710
ENSG00000168569	chr11	62771629	62792006
ENSG00000185475	chr11	62787402	62790400
ENSG00000162231	chr11	62792123	62806302
ENSG00000162236	chr11	62806860	62832051
ENSG00000133316	chr11	62832342	62841809
ENSG00000168003	chr11	62856102	62888875
ENSG00000168539	chr11	62908679	62921807
ENSG00000133321	chr11	63536808	63546462
ENSG00000176485	chr11	63573195	63616883
ENSG00000184743	chr11	63624087	63671921
ENSG00000133318	chr11	63681446	63759891
ENSG00000072518	chr11	63838928	63911019
ENSG00000176340	chr11	63974620	63976543
ENSG00000167770	chr11	63985853	64001811
ENSG00000133315	chr11	63998558	64166113
ENSG00000168439	chr11	64185272	64204543
ENSG00000149743	chr11	64223799	64226254
ENSG00000149761	chr11	64225941	64230686
ENSG00000110011	chr11	64230278	64234286
ENSG00000173511	chr11	64234538	64238793
ENSG00000173486	chr11	64241003	64244134
ENSG00000173457	chr11	64244479	64246943
ENSG00000002330	chr11	64269830	64284704
ENSG00000173264	chr11	64270062	64289500
ENSG00000173153	chr11	64305497	64316743
ENSG00000173113	chr11	64316460	64317559
ENSG00000126432	chr11	64318121	64321811
ENSG00000162302	chr11	64359148	64372215
ENSG00000168066	chr11	64764606	64778786
ENSG00000168067	chr11	64784918	64803241
ENSG00000133895	chr11	64803510	64811294
ENSG00000110047	chr11	64851642	64888296
ENSG00000110046	chr11	64894546	64917211
ENSG00000213465	chr11	65014160	65022184
ENSG00000168061	chr11	65040901	65044828
ENSG00000162300	chr11	65084210	65088398
ENSG00000149823	chr11	65089324	65111862
ENSG00000149809	chr11	65111845	65116408
ENSG00000174276	chr11	65116403	65117701
ENSG00000149806	chr11	65120630	65122177
ENSG00000162298	chr11	65121780	65134533
ENSG00000149792	chr11	65122183	65127371
ENSG00000014216	chr11	65180566	65212006
ENSG00000149798	chr11	65314866	65322417
ENSG00000133884	chr11	65333852	65354262
ENSG00000126391	chr11	65386621	65413525
ENSG00000245532	chr11	65422774	65445540
ENSG00000251562	chr11	65497688	65506516
ENSG00000142186	chr11	65525077	65538704
ENSG00000168056	chr11	65538805	65558930
ENSG00000173465	chr11	65570460	65573942
ENSG00000176973	chr11	65572349	65574198
ENSG00000173442	chr11	65576046	65592650
ENSG00000173327	chr11	65597756	65615382
ENSG00000197136	chr11	65615773	65637439
ENSG00000213445	chr11	65638101	65650918
ENSG00000173039	chr11	65653597	65663090
ENSG00000172977	chr11	65711996	65719604
ENSG00000172922	chr11	65714005	65720818
ENSG00000172757	chr11	65823022	65862026
ENSG00000172732	chr11	65857126	65867653
ENSG00000172638	chr11	65866441	65873592
ENSG00000172500	chr11	65883740	65888531
ENSG00000175602	chr11	65890673	65891635
ENSG00000175573	chr11	65916810	65919062
ENSG00000175550	chr11	65919274	65921563
ENSG00000175467	chr11	65961728	65980137
ENSG00000175376	chr11	65996545	66002176
ENSG00000175334	chr11	66002228	66004149
ENSG00000087365	chr11	66050729	66069308
ENSG00000175115	chr11	66070272	66244744
ENSG00000174996	chr11	66257294	66267860
ENSG00000174903	chr11	66268590	66277492
ENSG00000174851	chr11	66284580	66289145
ENSG00000174744	chr11	66337333	66345125
ENSG00000174684	chr11	66345374	66347629
ENSG00000174669	chr11	66362521	66372214
ENSG00000174547	chr11	66435075	66466738
ENSG00000174516	chr11	66466327	66477337
ENSG00000255517	chr11	66473490	66480233
ENSG00000254986	chr11	66480013	66509657
ENSG00000174165	chr11	66520637	66546235
ENSG00000174080	chr11	66563464	66568841
ENSG00000173992	chr11	66593153	66606019
ENSG00000239306	chr11	66616626	66629934
ENSG00000173933	chr11	66638667	66668374
ENSG00000173914	chr11	66664998	66677887
ENSG00000173898	chr11	66685248	66729226
ENSG00000173715	chr11	66744451	66843328
ENSG00000173653	chr11	66842835	66846552
ENSG00000173599	chr11	66848417	66958386
ENSG00000173156	chr11	67056847	67072017
ENSG00000173120	chr11	67119263	67258082
ENSG00000173020	chr11	67266473	67286556
ENSG00000172932	chr11	67289300	67302485
ENSG00000172830	chr11	67303478	67312607
ENSG00000172613	chr11	67317871	67398410
ENSG00000175482	chr11	67350772	67356972
ENSG00000172531	chr11	67398183	67421183
ENSG00000175634	chr11	67428460	67435401
ENSG00000172725	chr11	67435510	67443821
ENSG00000172663	chr11	67461710	67469272
ENSG00000110711	chr11	67483026	67491103
ENSG00000167797	chr11	67506497	67508649
ENSG00000084207	chr11	67583742	67586656
ENSG00000167792	chr11	67605653	67612554
ENSG00000167799	chr11	67627938	67629937
ENSG00000110057	chr11	67991100	68004982
ENSG00000110717	chr11	68030617	68036644
ENSG00000110719	chr11	68039025	68050895
ENSG00000110721	chr11	68052859	68121444
ENSG00000110066	chr11	68154863	68213828
ENSG00000171067	chr11	68261338	68272001
ENSG00000162337	chr11	68312591	68449275
ENSG00000110075	chr11	68460731	68615334
ENSG00000069482	chr11	68683779	68691175
ENSG00000132749	chr11	68707440	68751520
ENSG00000110090	chr11	68754620	68844410
ENSG00000197345	chr11	68891276	68903835
ENSG00000132740	chr11	68903891	68940602
ENSG00000172935	chr11	69004395	69013382
ENSG00000110092	chr11	69641156	69654474
ENSG00000149716	chr11	69653076	69675416
ENSG00000131620	chr11	70078302	70189528
ENSG00000168040	chr11	70203296	70207390
ENSG00000131626	chr11	70270700	70385312
ENSG00000085733	chr11	70398404	70436584
ENSG00000162105	chr11	70467856	71252577
ENSG00000172893	chr11	71428193	71452868
ENSG00000254682	chr11	71448674	71452157
ENSG00000172890	chr11	71453109	71524107
ENSG00000137522	chr11	71929018	71997597
ENSG00000137497	chr11	72002864	72080693
ENSG00000184154	chr11	72080331	72110782
ENSG00000149357	chr11	72085895	72103297
ENSG00000110200	chr11	72106378	72112780
ENSG00000165458	chr11	72223701	72239147
ENSG00000162129	chr11	72285495	72434680
ENSG00000186635	chr11	72685069	72793599
ENSG00000214530	chr11	72754729	72793681
ENSG00000110237	chr11	73308276	73369388
ENSG00000054965	chr11	73400487	73598189
ENSG00000021300	chr11	73646178	73662819
ENSG00000175582	chr11	73675638	73761137
ENSG00000175581	chr11	73787872	73865133
ENSG00000181924	chr11	73872667	73876901
ENSG00000175575	chr11	73876699	73931114
ENSG00000175567	chr11	73974672	73983246
ENSG00000214517	chr11	74171267	74254703
ENSG00000166439	chr11	74748849	74842413
ENSG00000166435	chr11	74807739	74949200
ENSG00000118363	chr11	74949247	74979033
ENSG00000162139	chr11	74988279	75018893
ENSG00000137491	chr11	75100563	75206549
ENSG00000137486	chr11	75260122	75351705
ENSG00000149273	chr11	75399515	75422280
ENSG00000149257	chr11	75562056	75572783
ENSG00000171533	chr11	75586918	75669120
ENSG00000198382	chr11	75815210	76144232
ENSG00000137492	chr11	76349956	76381132
ENSG00000255135	chr11	76435559	76444687
ENSG00000158636	chr11	76444923	76553025
ENSG00000182704	chr11	76782251	76798153
ENSG00000078124	chr11	76860867	77026797
ENSG00000149260	chr11	77066961	77126155
ENSG00000149269	chr11	77322017	77474635
ENSG00000074201	chr11	77514936	77637794
ENSG00000178301	chr11	77589391	77610356
ENSG00000048649	chr11	77659996	77821017
ENSG00000087884	chr11	77821109	77918432
ENSG00000149262	chr11	77878720	77994671
ENSG00000151364	chr11	78015715	78046191
ENSG00000151366	chr11	78068297	78079862
ENSG00000159063	chr11	78100936	78139653
ENSG00000137513	chr11	78435968	78574874
ENSG00000137509	chr11	82822936	82970584
ENSG00000137502	chr11	82973133	83071923
ENSG00000246067	chr11	83072052	83107789
ENSG00000165494	chr11	83156988	83187451
ENSG00000137494	chr11	83193712	83260694
ENSG00000137500	chr11	83259097	83286407
ENSG00000171204	chr11	85628573	85636539
ENSG00000171202	chr11	85647967	85656547
ENSG00000137504	chr11	85659708	85682908
ENSG00000137501	chr11	85694224	85811159
ENSG00000073921	chr11	85957175	86069882
ENSG00000074266	chr11	86244753	86278813
ENSG00000149196	chr11	86302211	86345943
ENSG00000151376	chr11	86441108	86672636
ENSG00000150687	chr11	86791059	86952910
ENSG00000174804	chr11	86945679	86955395
ENSG00000166575	chr11	87037844	87328824
ENSG00000109861	chr11	88293592	88337761
ENSG00000110172	chr11	90200429	90223077
ENSG00000180773	chr11	93144174	93197991
ENSG00000166002	chr11	93478472	93543391
ENSG00000166012	chr11	93729948	93784391
ENSG00000182919	chr11	93741591	93764749
ENSG00000042429	chr11	93784227	93814963
ENSG00000020922	chr11	94415570	94493885
ENSG00000168876	chr11	94493979	94499578
ENSG00000166025	chr11	94706431	94876748
ENSG00000150316	chr11	94962620	94973586
ENSG00000263465	chr11	95067197	95071224
ENSG00000149218	chr11	95089846	95132645
ENSG00000149212	chr11	95165513	95232541
ENSG00000077458	chr11	95768953	95790409
ENSG00000166037	chr11	95789965	95832693
ENSG00000087053	chr11	95832880	95925315
ENSG00000184384	chr11	95976598	96343195
ENSG00000149231	chr11	96352769	96389956
ENSG00000137693	chr11	102110447	102233424
ENSG00000023445	chr11	102317450	102339403
ENSG00000110330	chr11	102347211	102378670
ENSG00000152558	chr11	102396332	102470384
ENSG00000137673	chr11	102520508	102530750
ENSG00000137692	chr11	103050686	103092194
ENSG00000187240	chr11	103109410	103479863
ENSG00000196954	chr11	104942866	104969366
ENSG00000204397	chr11	105041326	105101431
ENSG00000182359	chr11	106051098	106077459
ENSG00000149313	chr11	106075501	106098699
ENSG00000152404	chr11	107326345	107457844
ENSG00000110660	chr11	107790991	107928293
ENSG00000166266	chr11	108008898	108107761
ENSG00000075239	chr11	108116695	108147603
ENSG00000149308	chr11	108157215	108222638
ENSG00000149311	chr11	108222484	108369102
ENSG00000178202	chr11	108472112	108498384
ENSG00000110723	chr11	108505435	108593768
ENSG00000178105	chr11	108665069	108940927
ENSG00000137710	chr11	109864295	110296712
ENSG00000149289	chr11	110093392	110171841
ENSG00000137714	chr11	110429948	110464884
ENSG00000196167	chr11	111290787	111305498
ENSG00000170145	chr11	111602449	111730855
ENSG00000137713	chr11	111726908	111766389
ENSG00000086848	chr11	111782195	111871581
ENSG00000137720	chr11	111878935	111885975
ENSG00000109846	chr11	111908564	111923722
ENSG00000150764	chr11	111927144	112022653
ENSG00000150768	chr11	112025408	112064404
ENSG00000150776	chr11	112074086	112085150
ENSG00000150779	chr11	112084800	112086798
ENSG00000204370	chr11	112086824	112120016
ENSG00000150787	chr11	112226367	112269955
ENSG00000149292	chr11	113314529	113383544
ENSG00000086827	chr11	113733187	113773735
ENSG00000048028	chr11	113797874	113875570
ENSG00000109906	chr11	114059711	114256765
ENSG00000166741	chr11	114257787	114313285
ENSG00000180425	chr11	114391443	114400511
ENSG00000076053	chr11	114400030	114414203
ENSG00000076043	chr11	114439386	114450279
ENSG00000182985	chr11	115169218	115504957
ENSG00000137656	chr11	116748170	116772987
ENSG00000109917	chr11	116773799	116788039
ENSG00000160584	chr11	116843402	117098437
ENSG00000168092	chr11	117144284	117176894
ENSG00000149577	chr11	117178736	117197445
ENSG00000149591	chr11	117199370	117207464
ENSG00000160613	chr11	117204337	117232525
ENSG00000186318	chr11	117285207	117316259
ENSG00000137726	chr11	117836976	117877486
ENSG00000160588	chr11	118226690	118252365
ENSG00000149573	chr11	118253416	118264536
ENSG00000110344	chr11	118359600	118399211
ENSG00000167283	chr11	118401606	118431496
ENSG00000118058	chr11	118436490	118526832
ENSG00000149582	chr11	118531041	118547280
ENSG00000118096	chr11	118544528	118572970
ENSG00000095139	chr11	118572390	118603033
ENSG00000019144	chr11	118606440	118658031
ENSG00000110367	chr11	118747763	118791164
ENSG00000278376	chr11	118791254	118793137
ENSG00000186174	chr11	118893875	118925608
ENSG00000118181	chr11	119015712	119018691
ENSG00000196655	chr11	119018763	119025454
ENSG00000137700	chr11	119024114	119030906
ENSG00000149428	chr11	119044188	119057227
ENSG00000160695	chr11	119067692	119081978
ENSG00000256269	chr11	119084866	119093549
ENSG00000188486	chr11	119093854	119095467
ENSG00000172269	chr11	119096503	119108331
ENSG00000172273	chr11	119121580	119136059
ENSG00000160703	chr11	119166568	119184016
ENSG00000076706	chr11	119308529	119321521
ENSG00000173456	chr11	119334527	119337309
ENSG00000110400	chr11	119623408	119729200
ENSG00000137699	chr11	120111286	120185529
ENSG00000184232	chr11	120211032	120230334
ENSG00000181264	chr11	120325296	120333686
ENSG00000196914	chr11	120336413	120489937
ENSG00000154114	chr11	121024072	121090775
ENSG00000109929	chr11	121292681	121313410
ENSG00000137642	chr11	121452314	121633763
ENSG00000109971	chr11	123057489	123063230
ENSG00000110002	chr11	124115404	124147721
ENSG00000154144	chr11	124622836	124635926
ENSG00000110013	chr11	124633113	124695707
ENSG00000064199	chr11	124673798	124697518
ENSG00000019102	chr11	124747474	124752255
ENSG00000154134	chr11	124865432	124881471
ENSG00000150433	chr11	125096545	125111763
ENSG00000149547	chr11	125569280	125584684
