"Genes","ENSMBLID","chr","start","stop"
"RNA5SP478","ENSG00000201527.1","chr20",23141494,23141608
"CHD6","ENSG00000124177.10","chr20",40030741,40247133
"MACROD2-AS1","ENSG00000235914.1","chr20",14864899,14910161
"RPS10P2","ENSG00000213950.2","chr20",14738209,14738702
"DPM1","ENSG00000000419.8","chr20",49551404,49575092
"PTMAP6","ENSG00000237000.1","chr20",55275893,55276570
"RP4-753D10.5","ENSG00000230492.1","chr20",22990846,23011422
"CSNK2A1","ENSG00000101266.12","chr20",459116,524465
"RP5-1128N12.2","ENSG00000271397.1","chr20",11589084,11589696
"RP5-1100I6.1","ENSG00000236151.1","chr20",24123226,24125022
"RP4-697P8.3","ENSG00000232900.1","chr20",10855981,10889920
"PPP1R3D","ENSG00000132825.5","chr20",58511894,58515352
"RPS11P1","ENSG00000235544.1","chr20",11326031,11326503
"AL158175.1","ENSG00000265151.1","chr20",22713848,22713939
"RP1-63M2.6","ENSG00000272521.1","chr20",32244893,32245415
"RP11-199O14.1","ENSG00000229876.1","chr20",6427370,6509106
"RNU6-1018P","ENSG00000252386.1","chr20",40313625,40313730
"DEFB128","ENSG00000185982.6","chr20",168494,170322
"AL109805.1","ENSG00000264957.1","chr20",3487654,3487759
"REM1","ENSG00000088320.3","chr20",30063096,30072708
"FERMT1","ENSG00000101311.11","chr20",6055492,6104191
"SCRT2","ENSG00000215397.3","chr20",642240,656823
"TMEM189","ENSG00000240849.6","chr20",48697663,48770335
"RP5-1050K3.3","ENSG00000239783.1","chr20",45700504,45700875
"AL049647.1","ENSG00000221748.1","chr20",19321940,19322016
"RNA5SP483","ENSG00000200301.1","chr20",33783109,33783226
"EIF4EBP2P","ENSG00000233711.1","chr20",42051836,42052178
"RP5-823G15.5","ENSG00000259723.1","chr20",52069597,52120853
"MIR4533","ENSG00000266140.1","chr20",59053169,59053239
"RP13-30A9.2","ENSG00000229882.1","chr20",61265124,61267214
"RNA5SP487","ENSG00000222118.1","chr20",54780108,54780229
"MIR4758","ENSG00000265329.1","chr20",60907543,60907613
"RAE1","ENSG00000101146.8","chr20",55926066,55954267
"EIF6","ENSG00000242372.2","chr20",33866714,33872788
"AL035106.1","ENSG00000251876.1","chr20",47355867,47355985
"RPL7AP14","ENSG00000213979.3","chr20",36073135,36073936
"AL031666.2","ENSG00000267882.1","chr20",45947246,45949467
"NANP","ENSG00000170191.4","chr20",25593571,25604811
"RP4-717M23.2","ENSG00000232943.1","chr20",18200757,18201156
"PCED1A","ENSG00000132635.12","chr20",2815960,2821836
"HM13-AS1","ENSG00000230613.1","chr20",30155510,30161066
"KCNQ2","ENSG00000075043.13","chr20",62037542,62103993
"CST9L","ENSG00000101435.4","chr20",23545369,23549386
"CFTRP1","ENSG00000228593.1","chr20",25900135,25900317
"RNA5SP481","ENSG00000252623.1","chr20",30596154,30596275
"EFCAB8","ENSG00000215529.8","chr20",31446729,31549006
"RN7SKP184","ENSG00000199218.1","chr20",51714191,51714523
"PREX1","ENSG00000124126.9","chr20",47240790,47444420
"SIRPG","ENSG00000089012.10","chr20",1609798,1638425
"RP4-788L20.3","ENSG00000237396.1","chr20",22568160,22588155
"ZFP64","ENSG00000020256.15","chr20",50668202,50820847
"RP1-138B7.4","ENSG00000234271.1","chr20",42151901,42152212
"RP11-379J5.5","ENSG00000233993.1","chr20",18655039,18679353
"RPL27AP","ENSG00000215467.2","chr20",42281163,42281931
"AL021394.1","ENSG00000221294.1","chr20",46199679,46199759
"RP4-718J7.4","ENSG00000227297.1","chr20",56174751,56176256
"RN7SL14P","ENSG00000266720.1","chr20",18239200,18239495
"ADRM1","ENSG00000130706.8","chr20",60877149,60883918
"RP11-93B14.5","ENSG00000232803.1","chr20",61294371,61298076
"SCAND1","ENSG00000171222.6","chr20",34541539,34547394
"RP11-164D18.2","ENSG00000227282.1","chr20",58090246,58091094
"C20orf197","ENSG00000176659.5","chr20",58630980,58648008
"PRNT","ENSG00000180259.5","chr20",4711928,4721314
"GSS","ENSG00000100983.5","chr20",33516236,33543620
"RP1-300I2.2","ENSG00000243995.1","chr20",43859509,43861972
"RP1-309F20.3","ENSG00000225806.3","chr20",57438583,57463864
"OVOL2","ENSG00000125850.6","chr20",17937623,18039832
"RN7SKP140","ENSG00000223128.1","chr20",21405396,21405679
"LINC00656","ENSG00000233746.1","chr20",23105705,23113258
"SNORD110","ENSG00000221116.1","chr20",2634858,2634932
"CENPB","ENSG00000125817.7","chr20",3764498,3767337
"WFDC13","ENSG00000168634.4","chr20",44330655,44337456
"GINS1","ENSG00000101003.8","chr20",25388363,25433264
"RNU1-134P","ENSG00000199805.1","chr20",62540308,62540472
"AL050327.1","ENSG00000221174.1","chr20",57180140,57180283
"AL117380.1","ENSG00000238644.1","chr20",55629846,55629897
"Y_RNA","ENSG00000207282.1","chr20",18094111,18094223
"DYNLT3P1","ENSG00000232241.1","chr20",17459730,17460076
"Y_RNA","ENSG00000252367.1","chr20",5094639,5094729
"snoR26","ENSG00000251833.1","chr20",6841661,6841755
"IDH3B","ENSG00000101365.16","chr20",2639041,2644865
"EDN3","ENSG00000124205.11","chr20",57875482,57901047
"RP1-310O13.7","ENSG00000226239.1","chr20",30615556,30619378
"RP4-719C8.1","ENSG00000238194.1","chr20",58201519,58203344
"RP4-718D20.3","ENSG00000232675.3","chr20",19673853,19678220
"RP11-560A15.3","ENSG00000203266.2","chr20",55689971,55697148
"RP1-298M8.1","ENSG00000220540.1","chr20",17168779,17168989
"snoU13","ENSG00000252058.1","chr20",4863030,4863122
"SNORD119","ENSG00000251806.1","chr20",2443608,2443683
"TSHZ2","ENSG00000182463.11","chr20",51588946,52111869
"RP4-673D20.4","ENSG00000234282.1","chr20",1702691,1703183
"GNRH2","ENSG00000125787.7","chr20",3024268,3026393
"MIR3194","ENSG00000266761.1","chr20",50069442,50069514
"RPL21P3","ENSG00000225419.1","chr20",18465909,18466696
"RNU7-6P","ENSG00000252654.1","chr20",50521508,50521569
"RP11-93B14.6","ENSG00000167046.4","chr20",61272071,61274656
"SLC12A5","ENSG00000124140.8","chr20",44650356,44688784
"DEFB129","ENSG00000125903.4","chr20",207899,210527
"TCFL5","ENSG00000101190.8","chr20",61472467,61493115
"SNHG11","ENSG00000174365.15","chr20",37075221,37079564
"AL121584.1","ENSG00000212111.2","chr20",15539025,15539113
"LSM14B","ENSG00000149657.15","chr20",60697517,60710434
"RP5-1012F16.2","ENSG00000271298.1","chr20",11819003,11819222
"CPNE1","ENSG00000214078.7","chr20",34213953,34252878
"ACTR5","ENSG00000101442.8","chr20",37377085,37400834
"VN1R108P","ENSG00000230772.1","chr20",25714900,25715729
"PANK2","ENSG00000125779.17","chr20",3869486,3907605
"AL121753.1","ENSG00000264888.1","chr20",33802392,33802492
"hsa-mir-3195","ENSG00000265306.1","chr20",60639858,60639941
"BPI","ENSG00000101425.8","chr20",36888551,36965907
"RNU1-23P","ENSG00000200231.1","chr20",24217891,24218034
"RP5-907D15.3","ENSG00000254620.1","chr20",57169473,57179029
"RNU6-1251P","ENSG00000201372.1","chr20",42101653,42101759
"RP11-380D15.3","ENSG00000230843.1","chr20",54871023,54874216
"RPS3AP3","ENSG00000231241.1","chr20",35650146,35650387
"LINC00029","ENSG00000125514.5","chr20",61665569,61668380
"SIRPB1","ENSG00000101307.11","chr20",1544167,1600707
"PMEPA1","ENSG00000124225.11","chr20",56223448,56286592
"MIR941-3","ENSG00000216195.2","chr20",62551085,62551201
"RPL37AP1","ENSG00000226243.1","chr20",43095204,43095482
"C20orf27","ENSG00000101220.13","chr20",3734155,3749034
"XPOTP1","ENSG00000214185.3","chr20",32801301,32803698
"TBC1D20","ENSG00000125875.9","chr20",416124,443197
"MLLT10P1","ENSG00000238151.1","chr20",29637799,29638060
"TASP1","ENSG00000089123.11","chr20",13246709,13619587
"RP4-718P11.1","ENSG00000271426.1","chr20",13054315,13054960
"DNTTIP1","ENSG00000101457.8","chr20",44420576,44440066
"SIRPA","ENSG00000198053.7","chr20",1875154,1920543
"RP11-103J8.1","ENSG00000270792.1","chr20",10653576,10975572
"RN7SL672P","ENSG00000239742.2","chr20",49174221,49174535
"RP11-290F20.2","ENSG00000233077.1","chr20",48927248,48937879
"DEFB127","ENSG00000088782.4","chr20",138111,139804
"DNMT3B","ENSG00000088305.14","chr20",31350191,31397162
"PLCB1-IT1","ENSG00000225479.1","chr20",8229351,8237564
"RP5-1164C1.2","ENSG00000238282.1","chr20",4456285,4505846
"EEF1A2","ENSG00000101210.6","chr20",62119366,62130505
"MGME1","ENSG00000125871.9","chr20",17949556,17971765
"ZNF337","ENSG00000130684.9","chr20",25654851,25677477
"RP1-155G6.4","ENSG00000227431.1","chr20",47657000,47662581
"SYS1-DBNDD2","ENSG00000254806.1","chr20",43991840,44039250
"RP11-347D21.2","ENSG00000228503.1","chr20",46586766,46587347
"RPL23AP6","ENSG00000214835.3","chr20",10329805,10330276
"RBCK1","ENSG00000125826.15","chr20",388142,411610
"RNU105B","ENSG00000201348.1","chr20",8811833,8812040
"ANKEF1","ENSG00000132623.11","chr20",9966774,10037410
"RP5-1077I2.3","ENSG00000225956.1","chr20",13224711,13226016
"RN7SL638P","ENSG00000243702.2","chr20",18572974,18573261
"RPL13P2","ENSG00000213820.3","chr20",44728157,44728815
"SYS1","ENSG00000204070.5","chr20",43990577,44005438
"CST9","ENSG00000173335.4","chr20",23583047,23586513
"RP5-968J1.1","ENSG00000230839.1","chr20",1784662,1798252
"MRPS11P1","ENSG00000225803.1","chr20",20834764,20835285
"RP5-831C21.1","ENSG00000236168.1","chr20",23961222,23961371
"SNORA40","ENSG00000212134.1","chr20",29964122,29964249
"PET117","ENSG00000232838.3","chr20",18118517,18123813
"AC005808.3","ENSG00000235415.1","chr20",52224893,52251129
"BCAS4","ENSG00000124243.13","chr20",49411431,49493714
"ASXL1","ENSG00000171456.12","chr20",30946155,31027122
"LBP","ENSG00000129988.5","chr20",36974759,37005665
"RNU2-56P","ENSG00000252635.1","chr20",18246334,18246523
"FDX1P1","ENSG00000181741.7","chr20",33063729,33064279
"ZGPAT","ENSG00000197114.7","chr20",62338817,62367494
"AL132772.1","ENSG00000265893.1","chr20",43053692,43053781
"MCM8","ENSG00000125885.9","chr20",5931298,5975852
"ADIG","ENSG00000182035.7","chr20",37209838,37217106
"RP5-1022J11.2","ENSG00000232465.1","chr20",51104461,51117130
"RNU6-497P","ENSG00000202186.1","chr20",46113022,46113125
"ANGPT4","ENSG00000101280.6","chr20",853296,896977
"CPXM1","ENSG00000088882.7","chr20",2774715,2781283
"ADNP","ENSG00000101126.11","chr20",49505585,49547958
"MYL9","ENSG00000101335.5","chr20",35169887,35178228
"RP4-620E11.4","ENSG00000235088.1","chr20",40087994,40090584
"RP5-974N19.1","ENSG00000237832.1","chr20",14914489,14916009
"KIAA1755","ENSG00000149633.7","chr20",36838890,36889174
"EPPIN","ENSG00000101448.9","chr20",44165625,44176391
"RPSAP1","ENSG00000228820.2","chr20",49747325,49748204
"TTI1","ENSG00000101407.8","chr20",36611409,36661870
"C20orf201","ENSG00000171695.6","chr20",62714733,62715712
"RP11-323C15.2","ENSG00000236028.1","chr20",45529782,45530365
"MMP24-AS1","ENSG00000126005.11","chr20",33804265,33865934
"KRT18P3","ENSG00000215553.3","chr20",22713440,22714727
"SEMG2","ENSG00000124157.6","chr20",43849941,43853099
"CST9LP1","ENSG00000204662.2","chr20",23528401,23531289
"NFATC2","ENSG00000101096.15","chr20",50003494,50179370
"SNORA60","ENSG00000199266.1","chr20",37078013,37078146
"NKX2-2-AS1","ENSG00000258197.1","chr20",21492085,21492947
"RP4-734P14.4","ENSG00000256566.1","chr20",2447858,2489553
"RPL7AL3","ENSG00000235208.2","chr20",16664753,16665049
"RP11-101E14.3","ENSG00000233415.1","chr20",38660227,38672531
"CYP24A1","ENSG00000019186.5","chr20",52769988,52790512
"MIR1302-5","ENSG00000221091.1","chr20",49231173,49231322
"SNRPB2","ENSG00000125870.6","chr20",16710606,16722421
"RP11-80K6.2","ENSG00000232286.1","chr20",51474877,51479394
"RP1-148H17.1","ENSG00000224565.1","chr20",46020673,46041071
"SS18L1","ENSG00000184402.10","chr20",60718822,60757540
"UBE3AP2","ENSG00000228941.1","chr21",32432919,32435487
"TFF3","ENSG00000160180.14","chr21",43731777,43735761
"RRP1","ENSG00000160214.8","chr21",45209394,45225174
"RPL31P1","ENSG00000214326.2","chr21",44971110,44971481
"AP001610.5","ENSG00000228318.1","chr21",42813321,42814669
"SRSF9P1","ENSG00000214867.3","chr21",37667471,37668000
"AP001630.5","ENSG00000224100.1","chr21",44384749,44385473
"AP001468.1","ENSG00000235878.4","chr21",47612391,47613673
"EVA1C","ENSG00000166979.8","chr21",33784314,33887707
"RNU6-113P","ENSG00000252462.1","chr21",18803865,18803965
"C21orf90","ENSG00000182912.6","chr21",45937099,45945835
"SNRPGP13","ENSG00000231480.1","chr21",39874369,39874545
"PPIAP22","ENSG00000198618.4","chr21",20230097,20230594
"AP000469.2","ENSG00000224832.1","chr21",25676863,25693690
"AP000281.2","ENSG00000232360.1","chr21",34216677,34222244
"IFNAR1","ENSG00000142166.8","chr21",34696734,34732168
"AP001631.9","ENSG00000236663.1","chr21",44560633,44561202
"C21orf54","ENSG00000229086.3","chr21",34537776,34542541
"C21orf33","ENSG00000160221.12","chr21",45553487,45565605
"B3GALT5","ENSG00000183778.13","chr21",40928369,41045064
"ABCG1","ENSG00000160179.14","chr21",43619799,43717354
"SIK1","ENSG00000142178.7","chr21",44834395,44847008
"LINC00323","ENSG00000226496.1","chr21",42513427,42520060
"Y_RNA","ENSG00000252915.1","chr21",40716463,40716554
"AP000320.7","ENSG00000272657.1","chr21",35445892,35732332
"USP25","ENSG00000155313.11","chr21",17102344,17252377
"KRTAP22-1","ENSG00000186924.2","chr21",31973414,31973612
"PRMT2","ENSG00000160310.12","chr21",48055079,48085036
"LINC00314","ENSG00000178457.3","chr21",29385682,29395552
"CXADRP1","ENSG00000214319.2","chr21",15048343,15049437
"ABCC13","ENSG00000243064.4","chr21",15608527,15735075
"AP001610.9","ENSG00000232806.1","chr21",42931052,42934885
"AP000233.3","ENSG00000223870.1","chr21",26499782,26507561
"LL21NC02-1C16.2","ENSG00000272825.1","chr21",46356218,46356869
"KRTAP15-1","ENSG00000186970.3","chr21",31812597,31813070
"C21orf91","ENSG00000154642.6","chr21",19161284,19191703
"LINC00112","ENSG00000232401.1","chr21",43136596,43137740
"IGHV1OR21-1","ENSG00000169861.8","chr21",10862622,10863067
"HMGN1P2","ENSG00000229046.1","chr21",33078868,33079177
"CR392039.2","ENSG00000239179.1","chr21",9937696,9937777
"AP006748.1","ENSG00000223400.1","chr21",42948062,42953246
"AP001465.5","ENSG00000228159.1","chr21",14918354,14930782
"AP001062.9","ENSG00000232969.1","chr21",45759259,45760353
"RNU6-772P","ENSG00000251851.1","chr21",21728060,21728164
"LINC00322","ENSG00000237864.1","chr21",44742297,44751919
"MAPK6PS2","ENSG00000223488.2","chr21",23808610,23810669
"AP001476.2","ENSG00000224413.1","chr21",47456966,47459721
"AP001601.2","ENSG00000223563.1","chr21",28261695,28312061
"NDUFV3","ENSG00000160194.13","chr21",44299754,44333414
"MRPS6","ENSG00000243927.1","chr21",35445524,35515334
"CMP21-97G8.2","ENSG00000272958.1","chr21",35797806,35798315
"CXADR","ENSG00000154639.14","chr21",18884700,18965897
"AP000282.3","ENSG00000228961.1","chr21",34331196,34332874
"GRIK1-AS2","ENSG00000183653.4","chr21",30968360,31003067
"AP001627.1","ENSG00000225731.1","chr21",44153704,44161868
"RPL12P9","ENSG00000232687.1","chr21",30500022,30500509
"RPL23AP3","ENSG00000214914.3","chr21",37388377,37388844
"EIF3FP1","ENSG00000234643.1","chr21",11180920,11181815
"KRTAP10-2","ENSG00000205445.3","chr21",45970240,45971388
"KRTAP12-1","ENSG00000187175.5","chr21",46101491,46102078
"OLIG2","ENSG00000205927.4","chr21",34398153,34401504
"CYYR1","ENSG00000166265.7","chr21",27838528,27945603
"RNA5SP490","ENSG00000252950.1","chr21",33935385,33935520
"snoU13","ENSG00000238581.1","chr21",39559551,39559656
"RNU6-859P","ENSG00000199598.1","chr21",45339676,45339782
"C21orf59","ENSG00000159079.14","chr21",33964389,33985176
"SAMSN1","ENSG00000155307.13","chr21",15857549,15955723
"TIAM1","ENSG00000156299.8","chr21",32490734,32932290
"BACH1-IT2","ENSG00000228817.3","chr21",30742944,30746029
"AF127936.5","ENSG00000226751.2","chr21",16134031,16135411
"BTF3P6","ENSG00000233956.1","chr21",34890917,34891415
"AP001427.1","ENSG00000264691.1","chr21",39334968,39335068
"LINC00320","ENSG00000224924.2","chr21",22114908,22175534
"AP001505.9","ENSG00000261706.1","chr21",46414277,46415100
"RCAN1","ENSG00000159200.13","chr21",35885440,35987441
"AF064860.7","ENSG00000231713.2","chr21",41099682,41102607
"CHODL","ENSG00000154645.9","chr21",19273580,19639690
"RIMKLBP1","ENSG00000189089.4","chr21",37422512,37423675
"RNU6-426P","ENSG00000252273.1","chr21",17407733,17407829
"AP001469.9","ENSG00000239415.1","chr21",47671463,47674047
"KRTAP19-6","ENSG00000186925.6","chr21",31913854,31914183
"AJ006998.2","ENSG00000229425.1","chr21",16742841,16774624
"HLCS","ENSG00000159267.10","chr21",38123189,38362536
"CMP21-97G8.1","ENSG00000273104.1","chr21",35784498,35784885
"AP000226.9","ENSG00000235514.1","chr21",27135249,27135644
"PPIAP1","ENSG00000215351.3","chr21",22200445,22200940
"FBXW11P1","ENSG00000230870.2","chr21",32999440,33000913
"SIM2","ENSG00000159263.11","chr21",38071433,38122218
"PAXBP1","ENSG00000159086.10","chr21",34106210,34144169
"AP000295.9","ENSG00000249624.4","chr21",34619079,34655517
"RPL23P2","ENSG00000176054.6","chr21",30369934,30370354
"AP001625.6","ENSG00000235772.1","chr21",43980484,43982044
"RPL3P1","ENSG00000228149.1","chr21",37541268,37542478
"RNA5SP489","ENSG00000238627.1","chr21",26574521,26574629
"EIF4A1P1","ENSG00000233300.1","chr21",28739333,28740266
"KRTAP25-1","ENSG00000232263.1","chr21",31661463,31661832
"AP000233.4","ENSG00000222042.1","chr21",26541745,26706139
"snoU13","ENSG00000239171.1","chr21",30761707,30761810
"KRTAP10-3","ENSG00000212935.1","chr21",45977673,45978643
"snoZ6","ENSG00000266692.1","chr21",45857004,45857058
"AP000289.6","ENSG00000226527.1","chr21",34484005,34496009
"AP001065.2","ENSG00000230061.1","chr21",45834473,45845155
"AP001255.2","ENSG00000230972.1","chr21",24437813,24503528
"7SK","ENSG00000232512.2","chr21",26467335,26475983
"Metazoa_SRP","ENSG00000272283.1","chr21",47955709,47956003
"DIP2A-IT1","ENSG00000223692.1","chr21",47882384,47889219
"KRTAP6-1","ENSG00000184724.5","chr21",31985750,31986249
"GAPDHP16","ENSG00000225502.2","chr21",16146622,16147583
"AP001058.3","ENSG00000232698.1","chr21",45626408,45627282
"AP000304.12","ENSG00000249209.1","chr21",34956993,35284635
"KRTAP19-11P","ENSG00000236612.1","chr21",31909597,31909700
"NRIP1","ENSG00000180530.5","chr21",16333556,16437321
"CBS","ENSG00000160200.13","chr21",44473301,44497053
"AP000697.6","ENSG00000224269.1","chr21",38071073,38073864
"AP000473.5","ENSG00000228798.1","chr21",18003146,18013002
"AP000696.2","ENSG00000231324.1","chr21",38004979,38009331
"KRTAP7-1","ENSG00000184586.4","chr21",32201357,32202078
"AP001619.2","ENSG00000227698.1","chr21",43294865,43297722
"ATP5J2LP","ENSG00000224421.1","chr21",37761176,37761410
"GXYLT1P2","ENSG00000224860.1","chr21",15196727,15197956
"AP000470.2","ENSG00000224018.1","chr21",25527484,25560655
"RPL39P40","ENSG00000226580.1","chr21",18872997,18873142
"CCT8","ENSG00000156261.8","chr21",30428126,30446118
"AL109763.1","ENSG00000228708.1","chr21",19849676,19858917
"POTED","ENSG00000166351.6","chr21",14982498,15013906
"AF064858.6","ENSG00000205622.5","chr21",40249215,40328392
"C21orf62","ENSG00000205929.5","chr21",34162985,34186053
"TERF1P1","ENSG00000173231.6","chr21",15148407,15149587
"snoU13","ENSG00000238556.1","chr21",40717300,40717383
"BACE2-IT1","ENSG00000224388.1","chr21",42552024,42552553
"ERG","ENSG00000157554.14","chr21",39751949,40033704
"KRTAP27-1","ENSG00000206107.2","chr21",31709331,31710012
"LINC00315","ENSG00000184274.3","chr21",46720160,46725172
"AL133493.2","ENSG00000233922.1","chr21",47013568,47017005
"AP000255.6","ENSG00000273091.1","chr21",33108045,33108720
"SOD1","ENSG00000142168.10","chr21",33031935,33041244
"TFF2","ENSG00000160181.4","chr21",43766466,43771237
"TMPRSS15","ENSG00000154646.4","chr21",19641433,19858197
"RNU6-1150P","ENSG00000252606.1","chr21",45416203,45416301
"AP001625.4","ENSG00000239930.2","chr21",43916649,43917553
"Y_RNA","ENSG00000199962.1","chr21",18949116,18949224
"AP001065.7","ENSG00000224747.1","chr21",45889812,45892399
"MORC3","ENSG00000159256.8","chr21",37692487,37758446
"AP000475.2","ENSG00000233997.1","chr21",23119293,23169735
"RN7SL740P","ENSG00000244294.2","chr21",35291350,35291642
"IGSF5","ENSG00000183067.5","chr21",41117334,41174023
"APP","ENSG00000142192.16","chr21",27252861,27543446
"AP001062.1","ENSG00000255902.1","chr21",45751119,45751543
"GPX1P2","ENSG00000215326.3","chr21",28515663,28516268
"BX322557.10","ENSG00000215447.3","chr21",46707967,46711653
"MEMO1P1","ENSG00000226054.1","chr21",37502669,37504208
"PWP2","ENSG00000241945.3","chr21",45527171,45551063
